MMSI,Ship Name,Global Ship Type,Ship Type,Ship Type Specific,Lenght,Breadth,Max Speed,Average Speed
238100340,ADRIATIC QUEEN,PASSENGER,PASSENGER,PASSENGER,36.0,11.0,8.2,7.9
238100940,VIDA,HIGH-SPEED CRAFT,HIGH-SPEED CRAFT,HYDROFOIL,38.5,10.4,22.7,22.2
238101840,KRILO STAR,HIGH-SPEED CRAFT,HIGH-SPEED CRAFT,HIGH SPEED CRAFT,30.0,9.0,28.6,23.7
238102540,SREBROPRUGAC,FISHING,FISHING,FISHING,18.0,5.0,8.3,5.6
238104240,OLIVA,FISHING,FISHING,FISHING VESSEL,32.79,8.0,0.0,7.9
238104440,CCG OOB 31 OMIS,SEARCH AND RESCUE,SAR,SAR,40.0,8.0,23.6,12.6
238107740,KIJEVO,PASSENGER,PASSENGER,RO-RO/PASSENGER SHIP,41.2,16.0,7.0,7.1
238107840,STON,PASSENGER,PASSENGER,RO-RO/PASSENGER SHIP,41.2,16.0,7.9,7.4
238111111,MACKA,FISHING,FISHING,FISHING,18.0,5.0,8.3,7.7
238111340,ALTAIR,TUG,TUG,TUG,26.6,9.17,9.0,8.3
238112200,ANTUN,FISHING,FISHING,FISHING,23.0,6.0,9.8,7.5
238112640,CASSIOPEIA,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,34.0,7.0,11.3,9.0
238112940,ALKAID,TUG,TUG,TUG,28.0,8.2,8.9,7.8
238113140,BARTOL KASIC,PASSENGER,PASSENGER,RO-RO/PASSENGER SHIP,64.0,16.0,13.4,12.5
238113340,HANIBAL LUCIC,PASSENGER,PASSENGER,RO-RO/PASSENGER SHIP,49.92,12.8,9.1,8.1
238113640,MATE BALOTA,PASSENGER,PASSENGER,RO-RO/PASSENGER SHIP,64.7,13.7,9.1,8.1
238114940,MOJA ROZA,FISHING,FISHING,FISHING,22.0,6.0,10.0,8.5
238115040,PELJESCANKA,PASSENGER,PASSENGER,RO-RO/PASSENGER SHIP,48.01,10.8,10.2,9.5
238115640,PREMUDA,CARGO,CARGO,PASSENGER/CARGO SHIP,44.71,8.21,0.0,11.0
238115840,LASLOVO,PASSENGER,PASSENGER,RO-RO/PASSENGER SHIP,41.2,16.0,7.3,7.8
238116140,SOLTANKA,PASSENGER,PASSENGER,RO-RO/PASSENGER SHIP,48.01,10.8,9.4,8.8
238116240,POJISAN,SEARCH AND RESCUE,SAR,SAR,18.0,4.0,10.3,9.6
238116640,DUBRAVKA,HIGH-SPEED CRAFT,HIGH-SPEED CRAFT,HIGH SPEED CRAFT,41.57,11.0,24.8,24.6
238116740,NEPTUN PRVI,FISHING,FISHING,TRAWLER,23.7,7.19,9.6,8.9
238116840,NEPTUN DRUGI,FISHING,FISHING,TRAWLER,23.7,7.19,9.8,6.1
238117040,BROC,HIGH-SPEED CRAFT,HIGH-SPEED CRAFT,HIGH SPEED CRAFT,29.11,9.02,7.4,9.2
238117140,PETER PAN,FISHING,FISHING,FISHING VESSEL,21.65,7.0,8.3,5.9
238117240,SVETA FUSKA,FISHING,FISHING,FISHING,19.0,6.0,9.0,8.5
238117440,NONA ANA,HIGH-SPEED CRAFT,HIGH-SPEED CRAFT,HIGH SPEED CRAFT,28.0,8.0,19.4,14.8
238118040,DANCE,SEARCH AND RESCUE,SAR,SAR,18.0,6.0,23.9,8.4
238118140,RADULA,FISHING,FISHING,FISHING VESSEL,25.36,6.6,9.8,8.3
238118540,GOSPA SNIJEZNA,CARGO,CARGO,GENERAL CARGO,54.31,8.0,6.6,6.3
238118940,TIN UJEVIC,PASSENGER,PASSENGER,RO-RO/PASSENGER SHIP,98.38,17.0,12.7,12.3
238119140,VOYAGE,PASSENGER,PASSENGER,PASSENGER,44.0,9.0,8.9,8.1
238123840,MARTIN,FISHING,FISHING,FISHING,16.0,4.0,8.9,7.8
238126240,ZEUS,PASSENGER,PASSENGER,PASSENGER,49.0,9.0,8.5,7.9
238130940,BRODOSPLIT 475,PASSENGER,PASSENGER,PASSENGER,116.0,16.0,12.0,10.8
238132340,RIBA DVA,OTHER,OTHER,OTHER,21.0,6.0,8.7,5.6
238139440,LA PERLA,PASSENGER,PASSENGER,PASSENGER SHIP,34.8,7.0,0.0,9.0
238144000,MARKO POLO,PASSENGER,PASSENGER,RO-RO/PASSENGER SHIP,128.13,19.6,17.4,13.2
238147540,JURE,FISHING,FISHING,FISHING,18.0,5.0,8.2,7.3
238151000,VALUN,PASSENGER,PASSENGER,RO-RO/PASSENGER SHIP,81.82,15.1,12.3,11.7
238151640,SVETI KRSEVAN,PASSENGER,PASSENGER,RO-RO/PASSENGER SHIP,87.6,17.5,9.1,8.3
238151740,SUPETAR,PASSENGER,PASSENGER,RO-RO/PASSENGER SHIP,87.6,18.0,9.9,9.0
238153140,KRALJICA MIRA,FISHING,FISHING,FISHING,17.0,4.0,8.6,7.7
238154000,BRESTOVA,PASSENGER,PASSENGER,RO-RO/PASSENGER SHIP,57.66,16.8,11.1,9.7
238156640,MARC,FISHING,FISHING,FISHING VESSEL,24.78,7.0,9.4,8.1
238156740,KARIZMA,PASSENGER,PASSENGER,PASSENGER,48.0,9.0,8.3,7.6
238158040,PLOVPUT 7,HIGH-SPEED CRAFT,HIGH-SPEED CRAFT,HIGH SPEED CRAFT,13.0,5.0,0.0,18.3
238160000,PETAR HEKTOROVIC,PASSENGER,PASSENGER,RO-RO/PASSENGER SHIP,91.8,18.49,14.5,14.0
238161640,ROSO,FISHING,FISHING,TRAWLER,26.27,7.88,7.7,7.1
238162140,PRINCE OF VENICE,HIGH-SPEED CRAFT,HIGH-SPEED CRAFT,HIGH SPEED CRAFT,39.6,15.6,26.7,22.9
238162240,KUNJKA,FISHING,FISHING,FISHING,15.0,5.0,8.9,6.7
238163000,SMJELI,TUG,TUG,TUG,29.92,10.72,6.0,6.3
238163340,STRELICA,FISHING,FISHING,FISHING,17.0,5.0,6.9,6.6
238166640,ESPERANZA,PASSENGER,PASSENGER,PASSENGER,46.0,8.0,9.5,9.0
238169440,KRILO LUX,HIGH-SPEED CRAFT,HIGH-SPEED CRAFT,HIGH SPEED CRAFT,36.0,10.0,27.3,21.2
238176440,SV.MARTIN,FISHING,FISHING,FISHING VESSEL,25.27,7.21,8.7,7.9
238179040,AMBASSADOR,PASSENGER,PASSENGER,PASSENGER,48.0,9.0,7.4,6.8
238179340,BELLA,PASSENGER,PASSENGER,PASSENGER,49.0,9.0,8.3,8.0
238182740,JELENA,HIGH-SPEED CRAFT,HIGH-SPEED CRAFT,HIGH SPEED CRAFT,42.0,12.0,28.7,26.8
238190840,NOVALJA,HIGH-SPEED CRAFT,HIGH-SPEED CRAFT,HIGH SPEED CRAFT,41.57,11.02,20.6,23.0
238191060,MALA ZANESTRA,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,16.0,4.0,6.3,6.0
238191540,FAROS,PASSENGER,PASSENGER,RO-RO/PASSENGER SHIP,104.9,18.0,12.8,12.3
238193340,MARETA JEDAN,FISHING,FISHING,FISHING,16.0,5.0,9.2,7.3
238195440,KORDIKA DVA,FISHING,FISHING,FISHING,21.0,5.0,10.5,8.7
238196940,LIZA,SAILING VESSEL,SAILING VESSEL,SAILING VESSEL,12.0,7.0,6.5,6.0
238197240,GAVUN,FISHING,FISHING,FISHING,18.0,7.0,9.0,5.8
238200140,EXCELLENCE ADRIA,PASSENGER,PASSENGER,PASSENGER,53.0,9.0,0.0,6.5
238201000,ZADAR,PASSENGER,PASSENGER,RO-RO/PASSENGER SHIP,116.0,18.9,17.4,16.2
238204140,ATLANT,FISHING,FISHING,FISHING,18.0,5.0,8.3,7.2
238209140,CASANOVA,PASSENGER,PASSENGER,PASSENGER,36.0,8.0,8.2,7.6
238217240,POLLUX,TUG,TUG,TUG,28.91,8.0,11.9,10.9
238217440,KUN,FISHING,FISHING,FISHING,22.0,6.0,8.5,8.0
238218640,RAB,PASSENGER,PASSENGER,RO-RO/PASSENGER SHIP,36.6,14.8,8.3,7.8
238220406,LM 51 KORCULA,SPECIAL CRAFT,MILITARY OPS,MILITARY OPS,25.0,7.0,11.3,9.9
238233640,LUPUS MARE,PASSENGER,PASSENGER,PASSENGER,42.0,9.0,8.4,7.4
238238340,CRES,PASSENGER,PASSENGER,RO-RO/PASSENGER SHIP,87.6,17.5,7.4,7.4
238240000,EMANUEL,PASSENGER,PASSENGER,PASSENGER SHIP,37.6,7.07,7.9,7.6
238244640,MARJAN,PASSENGER,PASSENGER,RO-RO/PASSENGER SHIP,87.6,17.5,11.4,10.8
238245940,MOLI,PASSENGER,PASSENGER,RO-RO/PASSENGER SHIP,49.13,10.65,10.2,8.2
238248000,AGRAM,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,44.17,9.0,15.8,13.2
238255000,KIJAC,TANKER,TANKER,OIL/CHEMICAL TANKER,92.86,14.1,11.5,10.4
238256000,SEPEN,TANKER,TANKER,OIL/CHEMICAL TANKER,92.86,14.1,10.0,9.3
238258000,LUKAS,TUG,TUG,TUG,26.16,7.94,9.5,7.7
238261000,KRALJICA MORA,SPECIAL CRAFT,SPECIAL CRAFT,TRAINING SHIP,34.0,8.0,11.1,8.5
238262740,PETRA,FISHING,FISHING,FISHING,17.0,5.0,9.8,7.6
238263740,15122 TG,OTHER,OTHER,OTHER,14.0,4.0,9.6,6.0
238277740,DVA BRATA,FISHING,FISHING,FISHING,18.0,5.0,8.4,8.0
238279740,SPARTAK,FISHING,FISHING,TRAWLER,23.71,14.0,10.1,9.4
238281140,RIBAR,FISHING,FISHING,FISHING VESSEL,26.9,7.0,8.3,7.9
238283040,OPAT,FISHING,FISHING,"INLAND, FISHING BOAT",20.5,6.0,9.1,8.6
238287440,PRINCEZA DIANA,PASSENGER,PASSENGER,PASSENGER,46.0,9.0,0.0,6.8
238288740,DAVORIN,CARGO,CARGO,GENERAL CARGO,25.4,6.51,8.9,8.5
238289740,LOSINJ,PASSENGER,PASSENGER,RO-RO/PASSENGER SHIP,97.85,16.0,11.8,11.4
238294140,TULJAN,FISHING,FISHING,FISHING VESSEL,25.79,6.3,9.0,7.5
238295640,UGLJAN,PASSENGER,PASSENGER,RO-RO/PASSENGER SHIP,102.2,18.0,10.7,10.2
238298440,DESIRE,PASSENGER,PASSENGER,PASSENGER,50.0,10.0,8.1,7.9
238299640,NARANCA,HIGH-SPEED CRAFT,HIGH-SPEED CRAFT,HIGH SPEED CRAFT,34.6,7.55,20.5,18.2
238299840,ST R 160,FISHING,FISHING,FISHING,22.0,4.0,8.5,7.4
238300040,MOONLIGHT,PASSENGER,PASSENGER,PASSENGER,38.0,8.0,7.7,7.1
238301940,LIBERTY,PASSENGER,PASSENGER,PASSENGER,44.0,9.0,9.1,7.9
238305140,IL MARE,PASSENGER,PASSENGER,PASSENGER,49.0,9.0,9.0,8.6
238305340,OPUZEN,SPECIAL CRAFT,SPECIAL CRAFT,MOTOR HOPPER,56.0,10.0,7.6,6.4
238306540,MARITIMO,PASSENGER,PASSENGER,PASSENGER,48.0,8.0,8.7,8.2
238308040,CICILO,FISHING,FISHING,TRAWLER,30.9,7.62,8.3,8.0
238309540,IVOS,FISHING,FISHING,TRAWLER,30.9,7.62,8.2,8.1
238317140,SVETI ROKO,FISHING,FISHING,FISHING,23.0,6.0,9.9,7.7
238317440,RH 10 ZD,SEARCH AND RESCUE,SAR,SAR,15.0,4.0,35.8,21.0
238318740,KRILO ECLIPSE,HIGH-SPEED CRAFT,HIGH-SPEED CRAFT,HIGH SPEED CRAFT,56.47,13.0,36.6,31.0
238319740,DBM 82 KRKA,SPECIAL CRAFT,MILITARY OPS,MILITARY OPS,44.0,10.0,12.6,10.5
238319840,CCG A.MOHOROVICIC,SEARCH AND RESCUE,SAR,SAR,73.0,11.0,16.5,14.8
238319940,NOVIGRAD,SEARCH AND RESCUE,SAR,SAR,32.0,7.0,18.4,16.7
238320040,CCG SOLTA,SEARCH AND RESCUE,SAR,SAR,32.0,7.0,16.6,11.8
238320140,CAVTAT,SEARCH AND RESCUE,SAR,SAR,32.0,6.0,17.7,16.3
238320240,HRVATSKA KOSTAJNICA,SEARCH AND RESCUE,SAR,SAR,32.0,7.0,17.6,11.5
238320340,RTOP11,OTHER,OTHER,OTHER,54.0,8.0,18.5,13.1
238320440,RTOP 12,OTHER,OTHER,OTHER,54.0,8.0,13.4,13.5
238320740,OLIMP,PASSENGER,PASSENGER,PASSENGER,48.0,8.0,0.0,6.9
238321440,ALMISSA,PASSENGER,PASSENGER,PASSENGER,40.0,8.0,8.0,7.3
238326540,LOVE STORY,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,38.0,8.0,8.9,8.4
238327340,AGAPE ROSE,PASSENGER,PASSENGER,PASSENGER,48.0,8.0,9.8,9.2
238327840,PIPI,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,33.0,8.0,9.0,7.2
